field_110608_a,DEFAULT_RESOURCE_DOMAINS,0,
field_110617_f,repositoryEntries,0,
field_110618_d,dirResourcepacks,0,
field_110619_e,repositoryEntriesAll,0,
field_110620_b,rprDefaultResourcePack,0,
field_110621_c,rprMetadataSerializer,0,
field_110622_a,RESOURCE_PACK_FILTER,0,
field_110625_b,resourcePath,2,
field_110626_a,resourceDomain,2,
field_110684_D,frontRightLeg,0,
field_110685_E,frontRightShin,0,
field_110686_F,frontRightHoof,0,
field_110687_G,muleLeftChest,0,
field_110688_A,frontLeftLeg,0,
field_110689_B,frontLeftShin,0,
field_110690_C,frontLeftHoof,0,
field_110691_L,horseLeftSaddleRope,0,
field_110692_M,horseLeftSaddleMetal,0,
field_110693_N,horseRightSaddleRope,0,
field_110694_O,horseRightSaddleMetal,0,
field_110695_H,muleRightChest,0,
field_110696_I,horseSaddleBottom,0,
field_110697_J,horseSaddleFront,0,
field_110698_K,horseSaddleBack,0,
field_110699_Q,horseRightFaceMetal,0,
field_110700_P,horseLeftFaceMetal,0,
field_110701_S,horseRightRein,0,
field_110702_R,horseLeftRein,0,
field_110703_f,muleLeftEar,0,
field_110704_g,muleRightEar,0,
field_110705_d,horseLeftEar,0,
field_110706_e,horseRightEar,0,
field_110709_a,head,0,
field_110710_n,tailTip,0,
field_110711_o,backLeftLeg,0,
field_110712_l,tailBase,0,
field_110713_m,tailMiddle,0,
field_110714_j,mane,0,
field_110715_k,body,0,
field_110716_h,neck,0,
field_110717_i,horseFaceRopes,0,
field_110718_w,backLeftHoof,0,
field_110719_v,backLeftShin,0,
field_110720_z,backRightHoof,0,
field_110721_y,backRightShin,0,
field_110722_x,backRightLeg,0,
field_110723_a,knotRenderer,0,
field_110737_b,PARTICLE_TEXTURES,0,
field_110778_a,SHADOW_TEXTURES,0,
field_110782_f,BOAT_TEXTURES,0,
field_110785_a,EXPERIENCE_ORB_TEXTURES,0,
field_110787_a,ENDER_CRYSTAL_TEXTURES,0,
field_110789_a,MAP_BACKGROUND_TEXTURES,0,
field_110792_a,FISH_PARTICLES,0,
field_110798_h,RES_ITEM_GLINT,0,
field_110801_f,leashKnotModel,0,
field_110802_a,LEASH_KNOT_TEXTURES,0,
field_110804_g,MINECART_TEXTURES,0,
field_110807_a,KRISTOFFER_PAINTING_TEXTURE,0,
field_110810_f,WITHER_TEXTURES,0,
field_110811_a,INVULNERABLE_WITHER_TEXTURES,0,
field_110830_f,CREEPER_TEXTURES,0,
field_110833_a,COW_TEXTURES,0,
field_110835_a,BAT_TEXTURES,0,
field_110837_a,BLAZE_TEXTURES,0,
field_110839_f,ENDERMAN_TEXTURES,0,
field_110842_f,DRAGON_EXPLODING_TEXTURES,0,
field_110843_g,ENDERCRYSTAL_BEAM_TEXTURES,0,
field_110844_k,DRAGON_TEXTURES,0,
field_110852_a,LAYERED_LOCATION_CACHE,0,
field_110861_l,WITHER_SKELETON_TEXTURES,0,
field_110862_k,SKELETON_TEXTURES,0,
field_110864_q,ZOMBIE_VILLAGER_TEXTURES,0,
field_110865_p,ZOMBIE_TEXTURES,0,
field_110868_f,GHAST_SHOOTING_TEXTURES,0,
field_110869_a,GHAST_TEXTURES,0,
field_110871_a,ZOMBIE_TEXTURES,0,
field_110873_a,MAGMA_CUBE_TEXTURES,0,
field_110875_f,OCELOT_TEXTURES,0,
field_110876_g,RED_OCELOT_TEXTURES,0,
field_110877_a,BLACK_OCELOT_TEXTURES,0,
field_110878_h,SIAMESE_OCELOT_TEXTURES,0,
field_110880_a,MOOSHROOM_TEXTURES,0,
field_110882_a,SILVERFISH_TEXTURES,0,
field_110884_f,SHEARED_SHEEP_TEXTURES,0,
field_110887_f,PIG_TEXTURES,0,
field_110890_f,SPIDER_TEXTURES,0,
field_110893_a,CAVE_SPIDER_TEXTURES,0,
field_110895_a,SNOW_MAN_TEXTURES,0,
field_110897_a,SLIME_TEXTURES,0,
field_110899_a,IRON_GOLEM_TEXTURES,0,
field_110901_a,SQUID_TEXTURES,0,
field_110903_f,VILLAGER_TEXTURES,0,
field_110904_g,FARMER_VILLAGER_TEXTURES,0,
field_110905_l,SMITH_VILLAGER_TEXTURES,0,
field_110906_m,BUTCHER_VILLAGER_TEXTURES,0,
field_110907_k,PRIEST_VILLAGER_TEXTURES,0,
field_110908_h,LIBRARIAN_VILLAGER_TEXTURES,0,
field_110910_a,WITCH_TEXTURES,0,
field_110912_f,WITHER_TEXTURES,0,
field_110913_a,INVULNERABLE_WITHER_TEXTURES,0,
field_110915_f,TAMED_WOLF_TEXTURES,0,
field_110916_g,ANRGY_WOLF_TEXTURES,0,
field_110917_a,WOLF_TEXTURES,0,
field_110920_a,CHICKEN_TEXTURES,0,
field_110922_T,locationLightMap,0,
field_110923_r,SNOW_TEXTURES,0,
field_110924_q,RAIN_TEXTURES,0,
field_110925_j,CLOUDS_TEXTURES,0,
field_110926_k,END_SKY_TEXTURES,0,
field_110927_h,MOON_PHASES_TEXTURES,0,
field_110928_i,SUN_TEXTURES,0,
field_110929_d,RES_UNDERWATER_OVERLAY,0,
field_110931_c,RES_MAP_BACKGROUND,0,
field_110973_g,frameCounter,0,
field_110974_d,originY,0,
field_110975_c,originX,0,
field_110976_a,framesTextureData,0,
field_110977_n,minV,0,
field_110978_o,maxV,0,
field_110979_l,minU,0,
field_110980_m,maxU,0,
field_110982_k,animationMetadata,0,
field_110983_h,tickCounter,0,
field_110984_i,iconName,0,
field_110999_b,MISSING_TEXTURE_DATA,0,
field_111000_c,DATA_BUFFER,0,
field_111001_a,MISSING_TEXTURE,0,
field_111020_b,chest,2,
field_111021_b,chest,2,
field_111053_a,NUMERIC_VARIABLE_PATTERN,2,
field_111100_b,z,2,
field_111101_a,x,2,
field_111113_b,defaultValue,2,
field_111114_c,shouldWatch,2,
field_111115_a,unlocalizedName,2,
field_111118_b,maximumValue,2,
field_111119_c,description,2,
field_111120_a,minimumValue,2,
field_111132_f,baseValue,2,
field_111133_g,needsUpdate,2,
field_111134_d,mapByName,2,
field_111135_e,mapByUUID,2,
field_111136_b,genericAttribute,2,
field_111137_c,mapByOperation,2,
field_111138_a,attributeMap,2,
field_111139_h,cachedValue,2,
field_111153_b,attributesByName,2,
field_111154_a,attributes,2,
field_111162_d,attributeInstanceSet,2,
field_111163_c,descriptionToAttributeInstanceMap,2,
field_111170_d,id,2,
field_111171_e,isSaved,2,
field_111172_b,operation,2,
field_111173_c,name,2,
field_111174_a,amount,2,
field_111176_d,targetY,2,
field_111177_e,targetZ,2,
field_111178_b,speed,2,
field_111179_c,targetX,2,
field_111180_a,horseHost,2,
field_111188_I,attributeModifierMap,2,
field_111192_g,previousTotalWorldTime,2,
field_111193_e,playerInstanceList,2,
field_111202_k,divideByTen,2,
field_111203_a,MOON_PHASE_FACTORS,2,
field_111204_q,inhabitedTime,2,
field_111210_e,ATTACK_DAMAGE_MODIFIER,2,
field_111230_s,enchantmentTypes,2,
field_111242_f,theHorse,2,
field_111243_a,horseInventory,2,
field_111263_d,MOVEMENT_SPEED,2,
field_111264_e,ATTACK_DAMAGE,2,
field_111265_b,FOLLOW_RANGE,2,
field_111266_c,KNOCKBACK_RESISTANCE,2,
field_111267_a,MAX_HEALTH,2,
field_111273_g,locationFontTexture,0,
field_111274_c,UNICODE_PAGE_LOCATIONS,0,
field_111284_a,DECIMALFORMAT,2,
field_120014_b,ticks,1,
field_120015_a,server,1,
field_120021_b,server,1,
field_120036_d,msgs,1,
field_120037_e,server,1,
field_120038_b,values,1,
field_120039_c,vp,1,
field_120040_a,FORMATTER,1,
field_130068_bO,lastHealthScore,2,
field_130070_K,fileResourcepacks,0,
field_130074_a,JOINER_RESOURCE_PACKS,0,
field_130078_a,LOC_GRASS_PNG,0,
field_130079_a,LOC_FOLIAGE_PNG,0,
field_130222_e,rotated,0,
field_130223_c,width,0,
field_130224_d,height,0,
field_135017_as,mcLanguageManager,0,
field_135019_a,languages,0,
field_135029_d,unicode,0,
field_135030_b,SPLITTER,0,
field_135031_c,PATTERN,0,
field_135032_a,properties,0,
field_135036_d,bidirectional,0,
field_135037_b,region,0,
field_135038_c,name,0,
field_135039_a,languageCode,0,
field_135046_d,languageMap,0,
field_135047_b,theMetadataSerializer,0,
field_135048_c,currentLanguage,0,
field_135049_a,CURRENT_LOCALE,0,
field_135054_a,i18nLocale,0,
field_135057_d,setResourceDomains,0,
field_135065_b,EQUAL_SIGN_SPLITTER,2,
field_142016_bo,lastAttackerTime,2,
field_142022_ce,serverBrand,0,
field_142025_a,IS_RUNNING_ON_MAC,0,
field_142046_b,isVillager,2,
field_142048_a,isChild,2,
field_142050_e,timestamp,2,
field_142051_e,timestamp,2,
field_142052_b,revengeTimerOld,2,
field_143005_bX,playerLastActiveTime,2,
field_143008_E,maxPlayerIdleMinutes,2,
field_143013_d,entryDoor,2,
field_143015_k,averageGroundLvl,2,
field_143023_d,chunkPosZ,2,
field_143024_c,chunkPosX,2,
field_143029_e,structureData,2,
field_143037_d,componentClassToNameMap,2,
field_143038_b,startClassToNameMap,2,
field_143039_c,componentNameToClassMap,2,
field_143040_a,startNameToClassMap,2,
field_143044_a,tagCompound,2,
field_145761_f,customName,2,
field_145762_d,lastOutput,2,
field_145763_e,commandStored,2,
field_145764_b,successCount,2,
field_145765_c,trackOutput,2,
field_145766_a,TIMESTAMP_FORMAT,2,
field_145783_c,entityId,2,
field_145786_d,yTile,2,
field_145787_e,zTile,2,
field_145788_c,xTile,2,
field_145789_f,zTile,2,
field_145790_g,inTile,2,
field_145791_d,xTile,2,
field_145792_e,yTile,2,
field_145793_f,yTile,2,
field_145794_g,zTile,2,
field_145795_e,xTile,2,
field_145796_h,inTile,2,
field_145801_f,thrower,2,
field_145802_g,owner,2,
field_145803_d,LOGGER,2,
field_145804_b,delayBeforeCanPickup,2,
field_145808_f,canSetAsBlock,2,
field_145809_g,hurtEntities,2,
field_145810_d,tileEntityData,2,
field_145812_b,fallTime,2,
field_145813_c,shouldDropItem,2,
field_145815_h,fallHurtMax,2,
field_145816_i,fallHurtAmount,2,
field_145823_b,activatorRailCooldown,2,
field_145824_a,commandBlockLogic,2,
field_145846_f,tileEntityInvalid,2,
field_145847_g,blockMetadata,2,
field_145850_b,worldObj,2,
field_145852_a,LOGGER,2,
field_145853_j,classToNameMap,2,
field_145854_h,blockType,2,
field_145855_i,nameToClassMap,2,
field_145858_a,record,2,
field_145870_n,lastProgress,2,
field_145872_l,shouldHeadBeRendered,2,
field_145873_m,progress,2,
field_145875_k,extending,2,
field_145879_a,note,2,
field_145880_i,previousRedstoneState,2,
field_145882_a,spawnerLogic,2,
field_145900_a,inventory,2,
field_145901_j,transferCooldown,2,
field_145902_i,customName,2,
field_145908_a,skullType,2,
field_145910_i,skullRotation,2,
field_145915_a,signText,2,
field_145916_j,isEditable,2,
field_145917_k,player,2,
field_145918_i,lineBeingEdited,2,
field_145922_s,customName,2,
field_145923_r,rand,2,
field_145924_q,tRot,2,
field_145925_p,bookRotationPrev,2,
field_145926_a,tickCount,2,
field_145927_n,bookSpreadPrev,2,
field_145928_o,bookRotation,2,
field_145929_l,flipA,2,
field_145930_m,bookSpread,2,
field_145931_j,pageFlipPrev,2,
field_145932_k,flipT,2,
field_145933_i,pageFlip,2,
field_145941_a,SLOTS_FOR_UP,2,
field_145942_n,customName,2,
field_145943_l,filledSlots,2,
field_145944_m,ingredientID,2,
field_145945_j,brewingItemStacks,2,
field_145946_k,brewTime,2,
field_145947_i,OUTPUT_SLOTS,2,
field_145956_a,furnaceBurnTime,2,
field_145957_n,furnaceItemStacks,2,
field_145958_o,furnaceCustomName,2,
field_145959_l,SLOTS_BOTTOM,2,
field_145960_m,SLOTS_SIDES,2,
field_145962_k,SLOTS_TOP,2,
field_145963_i,currentItemBurnTime,2,
field_145967_a,flowerPotItem,2,
field_145968_i,flowerPotData,2,
field_145972_a,lidAngle,2,
field_145973_j,numPlayersUsing,2,
field_145974_k,ticksSinceSync,2,
field_145975_i,prevLidAngle,2,
field_145981_s,customName,2,
field_145982_r,cachedChestType,2,
field_145983_q,ticksSinceSync,2,
field_145984_a,adjacentChestChecked,2,
field_145985_p,chestContents,2,
field_145986_n,prevLidAngle,2,
field_145987_o,numPlayersUsing,2,
field_145988_l,adjacentChestZPos,2,
field_145989_m,lidAngle,2,
field_145990_j,adjacentChestXPos,2,
field_145991_k,adjacentChestXNeg,2,
field_145992_i,adjacentChestZNeg,2,
field_145994_a,commandBlockLogic,2,
field_145997_a,outputSignal,2,
field_146008_p,customName,2,
field_146009_a,EFFECTS_LIST,2,
field_146010_n,secondaryEffect,2,
field_146011_o,payment,2,
field_146012_l,levels,2,
field_146013_m,primaryEffect,2,
field_146014_j,beamRenderScale,0,
field_146015_k,isComplete,2,
field_146016_i,beamRenderCounter,0,
field_146020_a,customName,2,
field_146022_i,stacks,2,
field_146032_b,partName,2,
field_146038_az,ticksCatchableDelay,2,
field_146040_ay,ticksCaughtDelay,2,
field_146042_b,angler,2,
field_146043_c,caughtEntity,2,
field_146045_ax,ticksCatchable,2,
field_146046_j,inTile,2,
field_146047_aw,ticksInAir,2,
field_146049_av,ticksInGround,2,
field_146051_au,inGround,2,
field_146052_aI,clientMotionY,0,
field_146053_aJ,clientMotionZ,0,
field_146054_aA,fishApproachAngle,2,
field_146055_aB,fishPosRotationIncrements,2,
field_146056_aC,fishX,2,
field_146057_aD,fishY,2,
field_146058_aE,fishZ,2,
field_146059_aF,fishYaw,2,
field_146060_aG,fishPitch,2,
field_146061_aH,clientMotionX,0,
field_146073_bw,zombieHeight,2,
field_146074_bv,zombieWidth,2,
field_146075_bs,breakDoor,2,
field_146076_bu,isBreakDoorsTaskSet,2,
field_146084_br,playerInLove,2,
field_146087_bs,entityAIEatGrass,2,
field_146106_i,gameProfile,2,
field_146108_bO,statWriter,0,
field_146109_a,mc,0,
field_146120_f,width,0,
field_146121_g,height,0,
field_146122_a,BUTTON_TEXTURES,0,
field_146123_n,hovered,0,
field_146124_l,enabled,0,
field_146125_m,visible,0,
field_146126_j,displayString,0,
field_146127_k,id,0,
field_146128_h,xPosition,0,
field_146129_i,yPosition,0,
field_146131_s,maxValue,0,
field_146132_r,minValue,0,
field_146133_q,options,0,
field_146134_p,sliderValue,0,
field_146135_o,dragging,0,
field_146137_o,enumOptions,0,
field_146142_r,selected,0,
field_146143_q,iconY,0,
field_146144_p,iconX,0,
field_146145_o,iconTexture,0,
field_146148_q,tier,0,
field_146151_o,isForward,0,
field_146152_s,categoryName,0,
field_146155_p,pressed,0,
field_146156_o,volume,0,
field_146157_o,forward,0,
field_146161_f,height,0,
field_146162_g,x,0,
field_146163_s,border,0,
field_146164_r,fontRenderer,0,
field_146165_q,brColor,0,
field_146166_p,ulColor,0,
field_146167_a,width,0,
field_146168_n,textColor,0,
field_146169_o,backColor,0,
field_146170_l,centered,0,
field_146171_m,labelBgEnabled,0,
field_146172_j,visible,0,
field_146173_k,labels,0,
field_146174_h,y,0,
field_146209_f,xPosition,0,
field_146210_g,yPosition,0,
field_146211_a,fontRendererInstance,0,
field_146212_n,canLoseFocus,0,
field_146213_o,isFocused,0,
field_146214_l,cursorCounter,0,
field_146215_m,enableBackgroundDrawing,0,
field_146216_j,text,0,
field_146217_k,maxStringLength,0,
field_146218_h,width,0,
field_146219_i,height,0,
field_146220_v,visible,0,
field_146221_u,disabledColor,0,
field_146222_t,enabledColor,0,
field_146223_s,selectionEnd,0,
field_146224_r,cursorPosition,0,
field_146225_q,lineScrollOffset,0,
field_146226_p,isEnabled,0,
field_146247_f,mc,0,
field_146248_g,sentMessages,0,
field_146249_a,LOGGER,0,
field_146250_j,scrollPos,0,
field_146251_k,isScrolled,0,
field_146252_h,chatLines,0,
field_146253_i,drawnChatLines,0,
field_146259_f,mc,0,
field_146260_g,width,0,
field_146261_a,ACHIEVEMENT_BG,0,
field_146262_n,permanentNotification,0,
field_146263_l,notificationTime,0,
field_146264_m,renderItem,0,
field_146265_j,achievementDescription,0,
field_146266_k,theAchievement,0,
field_146267_h,height,0,
field_146268_i,achievementTitle,0,
field_146287_f,eventButton,0,
field_146288_g,lastMouseEvent,0,
field_146289_q,fontRendererObj,0,
field_146290_a,selectedButton,0,
field_146291_p,allowUserInput,0,
field_146292_n,buttonList,0,
field_146293_o,labelList,0,
field_146294_l,width,0,
field_146295_m,height,0,
field_146296_j,itemRender,0,
field_146297_k,mc,0,
field_146298_h,touchValue,0,
field_146301_f,serverData,0,
field_146302_g,ipEdit,0,
field_146303_a,lastScreen,0,
field_146304_f,message,0,
field_146305_g,multilineMessage,0,
field_146306_a,reason,0,
field_146307_h,parentScreen,0,
field_146308_f,serverIPField,0,
field_146309_g,serverNameField,0,
field_146310_a,parentScreen,0,
field_146311_h,serverData,0,
field_146312_f,message,0,
field_146313_a,title,0,
field_146320_D,btnMapType,0,
field_146321_E,btnAllowCommands,0,
field_146322_F,btnCustomizeType,0,
field_146323_G,gameModeDesc1,0,
field_146324_A,btnMoreOptions,0,
field_146325_B,btnMapFeatures,0,
field_146326_C,btnBonusItems,0,
field_146327_L,DISALLOWED_FILENAMES,0,
field_146328_H,gameModeDesc2,0,
field_146329_I,worldSeed,0,
field_146330_J,worldName,0,
field_146331_K,selectedIndex,0,
field_146332_f,parentScreen,0,
field_146333_g,worldNameField,0,
field_146334_a,chunkProviderSettingsJson,0,
field_146335_h,worldSeedField,0,
field_146336_i,saveDirName,0,
field_146337_w,hardCoreMode,0,
field_146338_v,bonusChestEnabled,0,
field_146339_u,allowCheatsWasSetByUser,0,
field_146340_t,allowCheats,0,
field_146341_s,generateStructuresEnabled,0,
field_146342_r,gameMode,0,
field_146343_z,btnGameMode,0,
field_146344_y,inMoreWorldOptionsDisplay,0,
field_146345_x,alreadyGenerated,0,
field_146347_a,enableButtonsTimer,0,
field_146348_f,DEMO_BACKGROUND_LOCATION,0,
field_146349_a,LOGGER,0,
field_146351_f,messageLine1,0,
field_146352_g,confirmButtonText,0,
field_146353_s,ticksUntilEnable,0,
field_146354_r,messageLine2,0,
field_146355_a,parentScreen,0,
field_146356_h,cancelButtonText,0,
field_146357_i,parentButtonClickedId,0,
field_146360_u,showSecurityWarning,0,
field_146361_t,linkText,0,
field_146362_s,copyLinkButtonText,0,
field_146363_r,openLinkWarning,0,
field_146370_f,LOGGER,0,
field_146371_g,networkManager,0,
field_146372_a,CONNECTION_ID,0,
field_146373_h,cancel,0,
field_146374_i,previousGuiScreen,0,
field_146385_f,createWorldGui,0,
field_146386_v,removeLayerButton,0,
field_146387_g,theFlatGeneratorInfo,0,
field_146388_u,editLayerButton,0,
field_146389_t,addLayerButton,0,
field_146390_s,createFlatWorldListSlotGui,0,
field_146391_r,heightText,0,
field_146393_h,flatWorldTitle,0,
field_146394_i,materialText,0,
field_146396_g,parentScreen,0,
field_146399_a,CHAT_OPTIONS,0,
field_146400_h,game_settings,0,
field_146401_i,chatTitle,0,
field_146408_f,LOGGER,0,
field_146409_v,defaultInputFieldText,0,
field_146410_g,historyBuffer,0,
field_146415_a,inputField,0,
field_146416_h,sentHistoryCursor,0,
field_146431_f,FLAT_WORLD_PRESETS,0,
field_146432_g,parentScreen,0,
field_146433_u,export,0,
field_146434_t,btnSelect,0,
field_146435_s,list,0,
field_146436_r,listText,0,
field_146438_h,presetsTitle,0,
field_146439_i,presetsShare,0,
field_146440_f,SCREEN_OPTIONS,0,
field_146441_g,lastScreen,0,
field_146442_a,title,0,
field_146443_h,settings,0,
field_146444_f,visibleTime,0,
field_146445_a,saveStep,0,
field_146450_f,list,0,
field_146451_g,game_settings_3,0,
field_146452_r,confirmSettingsBtn,0,
field_146453_a,parentScreen,0,
field_146454_h,languageManager,0,
field_146455_i,forceUnicodeFontBtn,0,
field_146465_D,buttonSign,0,
field_146466_f,BOOK_GUI_TEXTURES,0,
field_146467_E,buttonFinalize,0,
field_146468_g,editingPlayer,0,
field_146469_F,buttonCancel,0,
field_146470_A,buttonNextPage,0,
field_146471_B,buttonPreviousPage,0,
field_146472_C,buttonDone,0,
field_146473_a,LOGGER,0,
field_146474_h,bookObj,0,
field_146475_i,bookIsUnsigned,0,
field_146476_w,bookTotalPages,0,
field_146477_v,bookImageHeight,0,
field_146478_u,bookImageWidth,0,
field_146479_t,updateCount,0,
field_146480_s,bookGettingSigned,0,
field_146481_r,bookIsModified,0,
field_146482_z,bookTitle,0,
field_146483_y,bookPages,0,
field_146484_x,currPage,0,
field_146485_f,commandTextField,0,
field_146486_g,previousOutputTextField,0,
field_146487_r,cancelBtn,0,
field_146490_i,doneBtn,0,
field_146491_f,buttonId,0,
field_146492_g,OPTIONS_ARR,0,
field_146493_s,buttonReset,0,
field_146494_r,keyBindingList,0,
field_146495_a,screenTitle,0,
field_146496_h,parentScreen,0,
field_146497_i,options,0,
field_146498_f,parentGuiScreen,0,
field_146499_g,guiGameSettings,0,
field_146500_a,screenTitle,0,
field_146501_h,optionsRowList,0,
field_146502_i,VIDEO_OPTIONS,0,
field_146505_f,parent,0,
field_146506_g,game_settings_4,0,
field_146507_a,title,0,
field_146508_h,offDisplayString,0,
field_146510_b_,LOADING_STRINGS,0,
field_146542_f,screenTitle,0,
field_146543_v,doesGuiPauseGame,0,
field_146545_u,displaySlot,0,
field_146546_t,stats,0,
field_146547_s,mobStats,0,
field_146548_r,blockStats,0,
field_146549_a,parentScreen,0,
field_146550_h,generalStats,0,
field_146551_i,itemStats,0,
field_146554_D,scrolling,0,
field_146555_f,imageWidth,0,
field_146556_E,statFileWriter,0,
field_146557_g,imageHeight,0,
field_146558_F,loadingAchievements,0,
field_146559_A,X_MAX,0,
field_146560_B,Y_MAX,0,
field_146561_C,ACHIEVEMENT_BACKGROUND,0,
field_146562_a,parentScreen,0,
field_146563_h,xLastScroll,0,
field_146564_i,yLastScroll,0,
field_146565_w,xScrollTarget,0,
field_146566_v,yScrollP,0,
field_146567_u,xScrollP,0,
field_146568_t,yScrollO,0,
field_146569_s,xScrollO,0,
field_146570_r,zoom,0,
field_146571_z,Y_MIN,0,
field_146572_y,X_MIN,0,
field_146573_x,yScrollTarget,0,
field_146576_f,MINECRAFT_LOGO,0,
field_146577_g,VIGNETTE_TEXTURE,0,
field_146578_s,scrollSpeed,0,
field_146579_r,totalScrollLength,0,
field_146580_a,LOGGER,0,
field_146581_h,time,0,
field_146582_i,lines,0,
field_146587_f,scaledResolution,0,
field_146588_g,framebuffer,0,
field_146589_f,stage,0,
field_146590_g,progress,0,
field_146591_a,title,0,
field_146592_h,doneWorking,0,
field_146593_f,progress,0,
field_146594_a,connection,0,
